seqs,preds,method,Method Type
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-4', '1-1']",1.632493e-09,Mutated-Random,Random
"['Kdo', '1-1', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.2523687e-09,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', '2,5-Anhydro-Man-ol', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",2.525381e-14,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-2', '1-1']",5.2537856e-11,Mutated-Random,Random
"['2,5-Anhydro-Man', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",1.4140085e-10,Mutated-Random,Random
"['Gal', 'a1-4', 'Gal', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', '2,5-Anhydro-Man-ol']",1.3905835e-10,Mutated-Random,Random
"['Kdo', '2,5-Anhydro-Man-ol', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.4478182e-09,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man-ol', '1-1']",7.793594e-09,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",1.5467806e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', '1dEry-ol']",4.1648313e-10,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', '1-1', 'LDManHep', 'a1-3', 'Glc']",3.8143638e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', '1-2', 'Glc']",4.562849e-11,Mutated-Random,Random
"['Glc', 'a1-3', 'Man', 'a1-3', 'Glc', 'b1-3', '1-5', '1-1', '1-1', '1-1', '1-1']",8.806054e-08,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', '1-5', 'b1-4', 'Glc']",1.430335e-13,Mutated-Random,Random
"['1dEry-ol', 'a1-2', 'Galf', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-3', 'Galf', 'a1-2', 'Galf']",0.00051341986,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', '1dAlt-ol', 'Glc']",3.5000707e-11,Mutated-Random,Random
"['Man', 'a1-3', 'Man', '1dEry-ol', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",5.598016e-07,Mutated-Random,Random
"['Gal', 'a1-2', 'D-Fuc', 'a1-3', 'Galf', '2,5-Anhydro-Man', 'D-Fuc', '1-1', '1-1', '1-1', '1-1']",6.8524946e-07,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-6']",1.8951062e-07,Mutated-Random,Random
"['GlcOPGro', 'b1-4', '1-2', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",6.768795e-11,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-5']",7.541365e-08,Mutated-Random,Random
"['Fuc', 'a1-3', 'Fuc', 'a1-6', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.479491e-08,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', '2,5-Anhydro-Man']",1.430546e-13,Mutated-Random,Random
"['Rha', '1-1', 'Rha', 'a1-2', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1-1']",6.2445366e-08,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', '1dAlt-ol', 'Xyl', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc']",2.9052152e-10,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', '1dEry-ol', 'b1-3', 'Galf', '1-1', '1-1']",8.331048e-15,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', '2,5-Anhydro-Man-ol']",1.3776468e-11,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', '1-2', 'a1-3', 'Glc', 'b1-4', 'Glc']",9.096573e-12,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Rha-ol', '1-5', '1-1', '1-1', '1-1']",8.227563e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '2,5-Anhydro-Man']",3.8235284e-10,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc']",2.665529e-09,Mutated-Random,Random
"['1-4', 'a1-6', 'Rha', 'a1-3', 'Glc', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",1.9342293e-08,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', '1-4', '1-1', '1-1']",1.0326146e-12,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', '1-5', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",1.0474956e-14,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', '1-5', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",3.8164844e-15,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', 'a1-2', '2,5-Anhydro-Man-ol', 'a1-3', 'Glc', 'b1-4', 'Glc']",3.8804992e-13,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', '1-1', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",6.7495813e-07,Mutated-Random,Random
"['1dEry-ol', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.9419883e-08,Mutated-Random,Random
"['GlcNAc', '1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",2.3904775e-10,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', 'a1-2', '1dEry-ol', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",4.6155816e-07,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-3', '1-1']",1.4021579e-05,Mutated-Random,Random
"['GlcNAc', 'b1-2', '1-5', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",5.726717e-10,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', '1dAlt-ol', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",4.6353834e-14,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-4']",6.4641376e-10,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-4', 'a1-3', 'Gal', 'a1-3', 'Gal']",1.4265133e-12,Mutated-Random,Random
"['Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '1-1', 'a1-6', 'GlcNAc', '1-1', '1-1']",8.9633396e-08,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-2']",2.1469903e-07,Mutated-Random,Random
"['NeuNAc', '1-5', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",2.1405553e-14,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",6.252469e-07,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', '1dAlt-ol', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",4.972642e-14,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', '1dAlt-ol', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",4.268587e-12,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', '1-6', '1-1', '1-1', '1-1']",4.328179e-11,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', '1dAlt-ol', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",3.3796912e-10,Mutated-Random,Random
"['GlcNAc', '1dEry-ol', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5336785e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1721687e-07,Mutated-Random,Random
"['Fuc', '1-6', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc']",8.323598e-10,Mutated-Random,Random
"['NeuNAc', '1-4', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",8.704821e-15,Mutated-Random,Random
"['NeuNAc', '1dEry-ol', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4955114e-10,Mutated-Random,Random
"['GlcNAc', '2,5-Anhydro-Man', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",1.7520233e-09,Mutated-Random,Random
"['NeuNGc', 'a2-6', 'Gal', 'b1-4', '1-5', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",1.5394216e-12,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', '1-2', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",6.392009e-10,Mutated-Random,Random
"['1-5', 'a1-3', 'Gal', 'b1-2', 'Gal', 'b1-3', 'D-Rha', 'a1-4', 'Gal', 'a1-2', 'GlcA']",3.4716346e-15,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', '1dAlt-ol', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",2.0445415e-07,Mutated-Random,Random
"['GlcOPGro', '1-2', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",3.7535768e-13,Mutated-Random,Random
"['Glc', '1-5', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.3332995e-05,Mutated-Random,Random
"['Man', '1dAlt-ol', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",3.0294665e-08,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', '2,5-Anhydro-Man-ol', 'Glc', '1-1', '1-1', '1-1', '1-1']",5.770762e-09,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', '1-3']",2.9036344e-13,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1dEry-ol']",2.7315463e-09,Mutated-Random,Random
"['GlcA', 'a1-2', 'Galf', '1dEry-ol', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.4871487e-06,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1']",1.6034833e-06,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', '1-5', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",1.0756082e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-5', '1-1', '1-1', '1-1']",3.7992834e-08,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', '1dEry-ol', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.26108e-06,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', '2,5-Anhydro-Man-ol', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.002621661,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', '1-2', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",1.4266484e-08,Mutated-Random,Random
"['NeuNGc', 'a2-6', '1dAlt-ol', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",6.8283605e-09,Mutated-Random,Random
"['Galf', '1-6', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.9807454e-05,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1']",0.00014280759,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-5', '1-1']",1.5393525e-08,Mutated-Random,Random
"['Galf', '2,5-Anhydro-Man', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '1-1', '1-1']",5.552421e-13,Mutated-Random,Random
"['1-6', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0732622e-06,Mutated-Random,Random
"['2,5-Anhydro-Man', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",8.45907e-09,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",9.866548e-05,Mutated-Random,Random
"['1-3', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0004993784,Mutated-Random,Random
"['Gal', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",2.3790372e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', '1-4', 'b1-3', 'Glc']",5.447697e-09,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', '1dAlt-ol', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",2.2443004e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', '1-1', 'b1-4', 'Glc', 'b1-4', 'Glc']",7.0189254e-12,Mutated-Random,Random
"['NeuNAc', 'a2-3', '2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",6.1202137e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",2.0078668e-09,Mutated-Random,Random
"['1-2', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.636145e-10,Mutated-Random,Random
"['1-2', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.6828292e-08,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', '1-1', 'Glc', '1-1', '1-1', '1-1', '1-1']",4.638865e-08,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-1', 'Xyl', 'b1-2', 'Man', '1-1', '1-1']",5.442286e-08,Mutated-Random,Random
"['LDManHep', 'a1-2', '1dAlt-ol', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",1.9950189e-10,Mutated-Random,Random
"['GlcNAc', 'a1-7', '1dEry-ol', 'b1-3', 'LDManHep', 'a1-2', 'LDManHep', 'a1-3', 'Glc', 'b1-4', 'Glc']",4.728523e-09,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', '2,5-Anhydro-Man', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.3419995e-06,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-5', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2.0616036e-09,Mutated-Random,Random
"['Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', '2,5-Anhydro-Man-ol', 'Rha', '1-1', '1-1', '1-1', '1-1']",1.6168418e-07,Mutated-Random,Random
"['DDManHep', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', '1dAlt-ol', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",1.6642465e-11,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1dEry-ol']",5.5704297e-10,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1']",1.0400567e-08,Mutated-Random,Random
"['GlcNAc', 'a1-7', 'Gal', 'b1-3', 'LDManHep', '1dAlt-ol', 'LDManHep', 'a1-3', 'Glc', 'b1-4', 'Glc']",2.2025016e-12,Mutated-Random,Random
"['Man', '1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",4.913379e-07,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-3']",8.0201886e-08,Mutated-Random,Random
"['1-1', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.120381e-08,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",2.7693275e-13,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",4.4444896e-11,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', '1-5', 'Man', 'a1-4', 'Glc', '1-1', '1-1']",3.2885503e-11,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-5', '1-1', '1-1']",2.701771e-07,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '1-3', 'Xyl', 'b1-2', 'Man', '1-1', '1-1']",2.3428546e-08,Mutated-Random,Random
"['Glc', 'b1-4', '1-3', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.866125e-05,Mutated-Random,Random
"['GlcOP', 'a1-3', 'Galf', 'b1-3', 'GlcNAc', '1-1', 'Galf', 'b1-6', 'GlcNAc', '1-1', '1-1']",7.232916e-08,Mutated-Random,Random
"['1dEry-ol', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",3.9900847e-09,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-5', '1-1', '1-1']",4.5267687e-09,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol']",8.07297e-08,Mutated-Random,Random
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', '1-6', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",1.2044378e-10,Mutated-Random,Random
"['Glc', 'b1-2', '1-4', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",2.8720886e-05,Mutated-Random,Random
"['Glc', 'b1-4', 'Rha', 'a1-2', '1dEry-ol', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.0753735e-06,Mutated-Random,Random
"['GalA', 'a1-4', 'GalA', 'a1-5', 'Kdo', 'a2-4', '1-4', 'a1-5', 'Kdo', '1-1', '1-1']",1.80277e-10,Mutated-Random,Random
"['GlcA', 'b1-3', '1-1', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",8.747336e-06,Mutated-Random,Random
"['1-5', 'a1-4', 'Gal', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.481527e-09,Mutated-Random,Random
"['NeuNAc', '2,5-Anhydro-Man', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', 'Man', 'a1-3', 'NeuNAc', 'a2-6', 'Gal']",1.5256871e-15,Mutated-Random,Random
"['1-2', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",5.959456e-07,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-5', '1-1']",1.0173922e-09,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.4081073e-08,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",4.164828e-07,Mutated-Random,Random
"['Xyl', 'b1-4', '1-4', 'a1-2', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",2.7021139e-08,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '1-2', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc']",5.635744e-10,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', '1-3', 'FucOAc']",3.7848433e-11,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '2,5-Anhydro-Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",2.1297284e-13,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', '1dAlt-ol']",2.8113198e-09,Mutated-Random,Random
"['Gal', '1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",9.955296e-12,Mutated-Random,Random
"['ManOAc', 'a1-2', 'Man', 'a1-4', 'ManOAc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1']",6.566395e-05,Mutated-Random,Random
"['Galf', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1']",4.292328e-07,Mutated-Random,Random
"['Glc', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', '1dAlt-ol', 'b1-4', 'Glc']",1.1781423e-07,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', '1-3', 'b1-3', 'GalA']",4.3626353e-10,Mutated-Random,Random
"['Kdo', 'b2-3', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '2,5-Anhydro-Man', '1-1', '1-1']",5.5748534e-14,Mutated-Random,Random
"['1dAlt-ol', 'a1-4', 'Gal', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.66584e-09,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', '1-2', 'Gal']",4.956366e-15,Mutated-Random,Random
"['LDManHep', 'a1-2', '1-2', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",8.362098e-10,Mutated-Random,Random
"['Gal', '1-5', 'Gal', 'b1-3', 'Gal', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1-1']",1.2067758e-09,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', '1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",3.1981115e-06,Mutated-Random,Random
"['Man', 'a1-6', '1-1', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1']",4.772606e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', '1-2', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.0887327e-06,Mutated-Random,Random
"['Glc', 'a1-3', 'Gal', 'b1-2', 'Gal', 'b1-3', 'D-Rha', '2,5-Anhydro-Man', 'Gal', 'a1-2', 'GlcA']",1.6782717e-15,Mutated-Random,Random
"['DDManHep', '2,5-Anhydro-Man-ol', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",1.3159283e-10,Mutated-Random,Random
